,temperature,pressure,flow_rate,target
157,4,2,3,100.50770555944544
158,0,4,3,85.66853023151789
159,3,3,2,116.19188871943771
160,0,0,3,110.61788628431898
161,4,3,0,117.16278141868031
162,4,2,2,97.53727129295464
163,0,3,1,112.05160535956682
164,4,3,3,91.08699393940012
165,4,0,3,141.0763738017319
166,4,0,0,83.74908459756028
167,4,0,0,142.10594858916625
168,2,1,4,100.69775894178817
169,1,2,2,72.48978220862514
170,1,3,1,127.36158700977202
171,1,3,4,102.51802776789918
172,2,0,3,117.02248196760476
173,3,3,3,124.47711837085187
174,2,0,3,106.7591110829005
175,3,4,4,88.15518310374371
176,1,0,3,119.514267553385
177,4,2,2,100.01511014909191
178,1,4,1,113.71715637216838
179,4,3,4,56.92538852417077
180,3,3,2,108.93963434019705
181,1,2,0,87.2282834970994
182,0,1,4,133.0661927435706
183,2,4,2,112.4617469577819
184,1,0,0,104.79715491698593
185,4,4,1,109.72619986700442
186,3,0,1,80.03118294246563
187,2,3,4,132.46513381056107
188,1,2,1,139.8274083683381
189,0,4,4,107.85827021096432
190,1,0,3,131.80807137147278
191,3,3,1,88.61703602654933
192,2,4,4,84.05772867550039
193,0,0,2,100.81849497457846
194,2,1,1,108.69882076735797
195,3,0,3,92.12026637513759
196,0,3,3,110.75536380736968
197,3,0,2,106.12778964146828
198,2,1,0,80.0338644941789
199,0,3,1,110.37586034903443
200,3,4,0,117.27056485043042
201,3,2,3,103.42938635180782
202,4,3,2,123.05296206523386
203,4,1,3,75.65192413006096
204,0,0,1,109.35900844263703
205,0,2,0,76.5943858720645
206,3,3,4,77.71837283533824
207,3,3,1,87.3813833252442
208,2,2,4,81.15879632851511
209,4,2,2,89.04008362517725
210,3,1,1,95.71699378577622
211,4,2,4,116.74308972662769
212,3,4,2,93.57681922588596
213,3,3,3,68.28748586460814
214,1,2,4,122.8013569299032
215,4,4,0,83.25819732769921
216,0,0,1,98.82559145790742
217,2,1,3,108.93073013881423
218,1,4,1,103.99220836805566
219,3,2,0,121.88359095042951
220,4,1,0,109.58006286785518
221,0,2,0,82.77380840605784
222,3,4,3,143.57124347983324
223,0,2,2,103.88666926676467
224,1,1,2,97.05319546756988
225,4,3,3,119.27850846111141
226,2,3,2,104.98901891860145
227,0,2,0,107.98456385878654
228,1,0,3,149.84367997201375
229,4,3,0,94.49757143489907
230,0,1,4,93.64478211965208
231,2,1,4,102.33157024024928
232,2,0,1,121.43031871162077
233,2,4,2,69.86931939619203
234,4,0,3,60.688882170469896
235,4,3,1,88.25769458759704
236,0,3,4,67.32154081881426
237,2,0,4,91.50337304948724
238,1,2,2,110.0499939225858
239,4,4,3,82.18502272895472
240,0,2,4,71.46346846437315
241,2,4,4,101.38674323430696
242,3,3,3,117.25086969230341
243,3,1,1,66.10053122966775
244,0,4,2,116.40464796611968
245,1,3,4,116.34612407476652
246,1,1,1,119.08170204313257
247,0,0,1,124.36960429743372
248,4,2,1,144.04027849319232
249,2,1,0,92.87815902761889
250,0,2,2,102.19143160155716
251,4,4,4,91.6712313350395
252,4,1,0,100.03953689511621
253,4,3,2,130.65746711272624
254,0,1,1,73.09971032138662
255,1,3,0,82.77900655668849
256,4,2,2,127.54361873009123
257,1,1,2,120.4007301380418
258,3,0,1,92.73736706365844
259,3,4,1,117.08804002241439
260,0,2,0,106.82431684984067
261,2,3,0,130.00549218001976
262,0,3,4,101.49019187653545
263,0,1,4,120.51264227745165
264,2,4,1,152.8402382098524
265,0,4,2,111.96198310094933
266,4,0,4,100.98656331589687
267,0,2,1,114.44893970441959
268,1,1,3,92.6943828359223
269,3,3,4,147.75935411049466
270,4,2,1,103.60142075391963
271,0,0,0,94.54133359548975
272,4,2,4,83.28621989959927
273,2,3,3,121.94440383212877
274,1,0,0,117.34374825655478
275,3,2,1,90.05291257171814
276,3,4,1,111.52902690244845
277,1,1,3,69.82888063574288
278,2,3,3,103.69941150146313
279,1,3,4,109.0551270415339
280,2,0,1,134.14659619118447
281,3,1,2,84.58362394542621
282,4,2,2,74.43294742395352
283,0,1,2,82.09144078149916
284,4,0,1,73.26862999370161
285,0,4,4,126.73314715517967
286,1,3,4,130.97278590048074
287,3,1,2,106.40433155897658
288,2,1,2,124.42589891370297
289,0,4,0,102.67916761160471
290,2,4,3,98.09776704598468
291,2,1,4,93.33924761892477
292,1,3,2,93.7921801724487
293,4,1,4,69.04396887381938
294,3,0,3,105.28509527214678
295,1,2,1,99.19332179571913
296,4,4,3,114.90721448155752
297,3,3,0,101.8704699287722
298,3,2,0,96.74592596861817
299,3,1,2,82.57613939984739
300,0,4,2,101.44306473643523
301,1,0,3,114.76474461632324
302,3,2,2,77.13322017832279
303,3,1,3,101.74947507361479
304,2,4,2,104.66085903058968
305,2,4,1,85.63870432763471
306,4,3,4,88.24287390184
307,1,2,1,104.61221697532429
308,3,4,1,77.33157963414754
309,2,3,2,106.99847430498785
310,2,0,1,82.09291252681601
311,4,4,0,121.25707386066432
312,4,4,2,146.756554907766
313,4,2,2,82.78486396596361
314,4,3,1,110.68415724749349
315,1,3,4,85.46516190235961
316,3,3,2,120.8190834759558
317,1,0,4,74.6948318182957
318,2,2,0,109.61173516855425
319,2,3,1,82.54022066221295
320,2,3,4,95.86030821803263
321,3,2,3,79.37949449705386
322,0,1,4,116.44700941791507
323,4,4,1,83.26039291120826
324,0,3,0,111.03928518663655
325,0,3,2,93.11803943475334
326,4,0,0,97.71055256402275
327,3,1,4,102.95511814800257
328,3,2,0,84.76350656682303
329,3,4,4,104.20734227081773
330,3,2,4,130.6066912870882
331,1,0,0,84.43810428334571
332,2,1,1,123.4362028654769
333,1,2,4,129.96195266975568
334,4,4,4,83.67690021943912
335,2,1,2,70.89890789818895
336,0,1,1,106.0392180034353
337,1,2,3,89.05184954466255
338,3,3,3,137.37206438326004
339,1,3,1,100.69615080999664
340,1,4,2,83.95601183929642
341,2,2,0,77.05680977976577
342,3,2,0,121.79809918181661
343,1,2,2,88.57632051831627
344,1,0,1,100.87657598920856
345,2,4,0,119.11605490224962
346,0,1,1,90.31483296138339
347,0,2,1,99.08142342519679
348,0,4,1,99.6686318035496
349,1,1,1,113.66649023032184
350,2,3,4,111.81488671020651
351,4,3,2,95.59772537490343
352,4,3,2,101.27298122993035
353,2,0,2,92.56441976953023
354,2,3,4,70.44775186161111
355,0,2,1,105.15201714796258
356,2,1,4,137.84383521666135
357,2,0,3,82.32561718617875
358,2,0,3,84.53940580794594
359,1,2,0,82.58544456712517
360,3,0,2,114.49183557446246
361,4,0,0,108.9697090839288
362,2,0,2,96.82924615167087
363,2,2,4,81.6396187672207
364,4,0,0,101.84753583279848
365,1,4,3,68.70755745328391
366,2,1,0,102.86853133714986
367,2,0,3,117.43048772175868
368,2,1,2,74.97601726732644
369,0,4,1,69.34963446340673
370,2,2,1,131.5887578338972
371,3,0,4,87.7648072099083
372,4,4,0,122.71895691887644
373,3,4,0,96.92004669604337
374,4,2,1,96.76090366117344
375,0,3,2,108.7682539899329
376,3,1,2,82.3200228650712
377,3,0,0,102.6499428699129
378,4,2,1,92.37021170351815
379,1,2,0,73.59013113189937
380,1,3,1,106.74964149452798
381,1,2,3,94.73384386244167
382,0,3,2,96.85950343110585
383,1,3,0,75.79678113171684
384,1,3,1,131.8280073552561
385,2,0,1,117.53428372772233
386,3,1,4,119.28311768343957
387,4,1,4,93.89110595116637
388,4,4,3,65.4163422099316
389,1,4,1,139.05834764979022
390,0,0,1,98.77804983988264
391,3,0,0,85.02400407959892
392,0,0,0,108.33603148966228
393,4,1,2,123.34241576006595
394,4,4,3,99.53898887829068
395,1,0,4,125.57150335878748
396,0,1,4,121.65999877033737
397,4,2,1,78.47237625195883
398,2,4,3,86.52419788681047
399,4,2,1,119.15074326559535
400,0,1,0,45.74774872379124
401,1,3,3,97.01088613670022
402,2,1,1,71.38337596750657
403,2,1,1,90.4689239713295
404,1,4,0,94.02359821941592
405,3,1,3,92.83511244184984
406,0,1,3,88.95477495774783
407,2,3,1,78.05712700742372
408,2,3,4,145.83822533637374
409,3,2,2,137.34924008322702
410,4,3,3,76.75868359487434
411,0,4,3,131.64233502607135
412,0,2,3,92.01069019054295
413,4,0,4,102.5837494666342
414,2,3,0,98.73452080206168
415,1,2,3,86.80502717492068
416,4,4,3,119.67704687212293
417,2,3,4,102.51773061153315
418,4,1,0,90.46897153561517
419,2,0,3,73.90821112399055
420,4,3,2,82.12809972561759
421,4,4,1,67.17239768795807
422,1,2,2,100.24447096830339
423,3,2,1,76.06668815431209
424,3,0,2,94.68878974962918
425,4,4,4,127.40203707220742
426,1,3,3,123.98599145843171
427,3,3,3,99.35446211794765
428,4,4,2,98.258305477137
429,0,3,0,137.59749098842016
430,0,3,3,110.41512240717422
431,0,2,1,93.44387080246955
432,2,3,1,71.47963765759096
433,3,2,1,107.87746436329486
434,4,4,2,116.58647545165725
435,2,2,2,87.36696950972713
436,4,2,2,105.82405510276065
437,0,2,2,92.72853410169942
438,0,0,0,96.31935201601995
439,2,0,4,50.24355884875337
440,3,4,4,95.56437192567729
441,2,3,4,119.38738604816109
442,0,0,0,87.37194888866884
443,1,4,4,101.05052736430632
444,0,2,4,84.8809858661616
445,3,1,4,107.20883352585545
446,3,2,0,95.66953604927653
447,0,1,2,81.21516918635986
448,1,1,4,126.65102935330256
449,0,1,3,118.5786402706443
450,2,0,3,87.90186472143651
451,4,0,2,109.95576618835555
452,0,2,2,110.74824005640761
453,4,0,0,112.84602470022352
454,1,0,3,66.11488208009845
455,0,4,0,120.13213082065256
456,2,2,1,88.60602074148537
457,0,2,0,92.84344133117466
458,1,3,2,152.75763504520398
459,0,1,0,106.03746761442024
460,4,4,3,92.27355049105648
461,2,4,3,55.89411254488188
462,1,3,0,127.79528267892711
463,2,1,0,73.09580658382795
464,1,3,0,79.93122193000993
465,2,2,4,93.37295401824302
466,4,1,3,128.32823583400585
467,3,2,1,115.46479973331519
468,1,3,0,96.8432498031948
469,1,1,3,106.16584127277642
470,2,4,4,87.99228614257788
471,0,4,3,102.79307379130702
472,0,1,3,101.46673489556274
473,4,0,0,119.37539791362707
474,4,2,0,119.34356244877898
475,2,2,1,109.8795476441129
476,3,3,2,92.75304884907796
477,3,2,2,114.83644588780253
478,4,1,0,98.16063067593907
479,4,4,2,78.36171262573734
480,2,1,4,91.93424416178122
481,0,2,3,101.6905396756865
482,0,4,3,118.2043156732949
483,2,1,2,96.32943655685693
484,1,0,0,75.81602577520788
485,0,3,3,101.13483366593638
486,0,3,0,102.26912080113105
487,0,3,3,103.71675257805506
488,4,1,2,118.3974303190886
489,4,0,4,120.37846480179797
490,2,2,2,88.11578255236667
491,4,1,1,87.67713083902113
492,2,2,4,79.19602578089054
493,0,4,1,113.97631340560953
494,4,1,3,128.9764021667543
495,4,4,3,93.69836144182153
496,1,2,4,95.17138870550014
497,2,1,4,129.3356511379795
498,1,3,4,110.11115706430016
499,0,2,0,108.7247140960211
500,4,4,4,76.18166988052546
501,4,3,3,113.57456138558838
502,0,1,3,81.41727318980483
503,3,1,1,77.31959628130085
504,1,0,3,93.06456846466575
505,1,0,4,88.2841455310262
506,1,4,4,95.56800611229922
507,1,4,1,71.18036730950163
508,2,1,1,119.17632612935344
509,1,0,2,122.55372589032858
510,2,4,4,61.05315051718372
511,2,2,3,119.569156113331
512,1,4,2,83.78942740356747
513,0,0,0,117.13951073965572
514,1,2,1,98.63107014667169
515,3,3,1,100.57551128161997
516,3,1,4,96.29804701157562
517,0,0,3,124.24258408466972
518,2,3,0,75.20823974949943
519,4,0,2,112.15680677470017
520,0,3,0,122.02660329779101
521,3,4,4,114.32680161080822
522,1,2,0,146.49397828646835
523,3,3,2,89.42106474550602
524,0,3,1,119.14609645187062
525,0,1,3,97.87818729317159
526,0,2,3,124.66812152705339
527,3,4,3,99.84622008557261
528,2,3,2,92.2424843627506
529,0,0,1,126.12144407743259
530,3,4,0,90.1687612196214
531,0,2,3,71.74548482198887
532,2,3,0,89.66306233652342
533,0,0,3,112.38065893177065
534,1,3,4,127.84077503174183
535,1,3,4,102.22258750593024
536,1,4,1,126.36394134468051
537,1,3,2,72.83650157044812
538,3,0,0,91.13473070364194
539,0,2,3,94.22849765691798
540,3,1,3,97.7088114505496
541,1,1,0,101.68188776500394
542,3,3,1,113.81821914784385
543,4,1,3,91.1038632365902
544,0,4,4,102.78057373906252
545,1,3,1,99.09754219351896
546,3,1,2,81.482201922177
547,2,3,1,97.72666621837129
548,3,2,0,97.12680940205763
549,1,4,4,96.69838869993907
550,2,0,3,100.63518913162902
551,2,0,4,101.51347081226773
552,4,4,0,91.3540964178534
553,2,4,3,125.45429467942529
554,3,0,0,76.61038741593967
555,1,3,1,85.58059783060207
556,1,0,2,155.5992724844711
557,1,2,0,79.2401729002154
558,3,2,3,72.92490650580483
559,1,2,3,114.68953490002436
560,3,1,0,58.45760292452252
561,4,1,1,95.29452180055122
562,3,0,0,142.91649850152976
563,2,4,0,69.101281556932
564,4,2,1,60.360710285225736
565,1,1,4,70.01637596084603
566,0,1,0,117.96719136693972
567,0,4,0,122.49553439971625
568,0,4,2,89.74822406042982
569,1,3,3,113.66424808002138
570,2,2,1,127.8051065502398
571,4,1,0,135.7469282885965
572,3,2,3,95.07329437640304
573,1,2,1,53.970565646600264
574,4,4,0,83.58242155180626
575,0,1,4,91.46391610129484
576,2,3,2,94.82122406843219
577,4,3,2,96.2428119798256
578,0,2,3,122.37789195861339
579,4,4,3,125.48856853375163
580,3,4,1,96.56652692150433
581,2,4,2,121.96969752103638
582,3,4,2,107.15322733262178
583,4,3,0,101.29011945725144
584,3,4,3,118.13088314219928
585,3,0,4,101.44504096475832
586,1,0,4,141.15622354195523
587,0,1,2,71.23177666410882
588,3,2,0,89.69658201815965
589,0,1,1,97.469622060921
590,2,4,4,108.78905380915981
591,0,2,2,125.35920974206178
592,3,4,3,99.51202865527686
593,3,1,3,71.55540700987586
594,3,4,2,116.85027792910009
595,1,0,3,115.09917532283929
596,2,0,0,61.16282681241188
597,1,3,3,99.92391732658402
598,1,4,4,68.19716338639404
599,2,1,1,86.70697804995875
600,3,0,2,81.943821460744
601,1,2,2,116.18529396483972
602,3,3,4,102.33660348344368
603,4,0,0,74.28817998487945
604,3,2,1,117.60131925914685
605,4,1,1,71.32388352143171
606,1,0,2,106.60227580941887
607,0,0,0,83.71978661416888
608,0,2,1,92.6864583493896
609,4,3,2,110.08541496076768
610,3,3,4,110.42898798119057
611,1,0,1,126.7393814711192
612,3,1,0,98.35492600657093
613,0,2,4,106.12901725926682
614,4,4,2,91.2452535519135
615,3,4,4,103.63979765245595
616,2,0,0,108.78972096017023
617,3,2,2,98.03380305091248
618,3,4,0,63.92499031815007
619,3,4,1,106.6294179266179
620,1,2,3,107.29122954710914
621,2,4,3,86.39653047304098
622,4,0,3,74.31225927854972
623,4,4,0,129.5175830100793
624,4,4,1,109.82891021788804
625,1,0,1,95.41837938156581
626,0,3,4,77.25934233705026
627,2,4,0,83.56370343157309
628,2,0,2,126.05180793572464
629,4,1,1,102.75323881736092
630,0,3,2,88.98825865998587
631,4,2,1,110.19378462449312
632,1,2,4,83.71203625107353
633,2,3,1,130.01686060560758
634,0,4,4,127.05601069793451
635,0,4,0,90.66851857594446
636,3,2,2,87.42659505938279
637,2,4,4,47.6373360261544
638,0,0,0,70.36838456897264
639,0,3,4,73.21060450084488
640,1,4,2,102.70380681974771
641,4,1,4,93.4753259111728
642,1,0,3,73.09329025169518
643,0,1,2,94.37671915070885
644,1,0,1,110.10674295294697
645,2,0,1,110.55678699831174
646,0,2,0,62.00659438282238
647,2,0,0,97.43473039032338
648,2,3,0,72.3331844605678
649,4,3,1,118.03457394280548
650,4,1,4,115.68292832706997
651,4,4,0,82.03945547351083
652,1,3,0,84.679095951992
653,0,3,3,90.77465899003386
654,4,1,1,54.944132105373214
655,2,4,0,106.71936346881154
656,2,0,0,94.54310907319739
657,2,1,4,119.40350165135717
658,2,2,4,78.03181564074895
659,2,4,0,87.61754103500137
660,1,0,3,69.8694948392177
661,1,0,3,79.91418873011494
662,1,3,3,76.36036007863562
663,1,1,3,119.91947357692891
664,1,4,2,86.03476302497215
665,2,0,1,102.48351369489227
666,1,4,0,92.3847319227639
667,4,1,2,74.61069467974374
668,0,3,4,96.63399153656715
669,4,3,2,111.9820666372719
670,4,2,3,75.84481214913296
671,0,4,4,116.18225581462758
672,1,1,1,83.00558157044608
673,1,2,3,90.34032147854319
674,0,1,3,110.61366246020096
675,0,0,4,86.73127685561025
676,0,3,4,100.75149718671732
677,4,0,3,93.70618342423815
678,4,3,0,102.58736013407638
679,4,1,3,52.385217889530054
680,3,2,0,63.406363695838344
681,0,1,4,112.31934012093676
682,1,2,4,120.74362811298101
683,3,4,1,81.79026592936958
684,0,3,2,95.11943295657731
685,4,2,2,105.89438505804603
686,1,4,3,113.86435203317409
687,1,0,1,59.44645456658303
688,3,4,3,82.27919506043246
689,3,3,4,93.3484124030025
690,1,1,4,114.06280394472098
691,4,3,1,149.9686096744299
692,0,3,4,95.43988546380564
693,3,3,3,71.86045075792023
694,3,3,0,108.04536154402597
695,2,4,0,126.4199157908142
696,2,3,0,102.16028241959002
697,0,0,4,81.86702909691414
698,4,4,2,119.15987882960039
699,2,4,4,113.2709123699687
700,1,4,1,79.47838311608751
701,4,4,3,107.62851235068683
702,1,4,0,119.94531135317746
703,0,3,1,123.63780085117787
704,0,2,1,98.67102049381089
705,3,4,2,92.83841107641362
706,0,2,4,124.54547644162525
707,4,3,1,75.7967899403823
708,0,2,3,108.7715858184201
709,4,4,0,72.59946745271142
710,3,0,2,121.30752544519206
711,2,3,1,94.83908968777678
712,0,3,0,125.37166471294938
713,3,0,4,109.82825512711054
714,2,4,1,75.5355953987614
715,4,0,4,128.49255464154487
716,2,4,4,131.02490532855458
717,2,4,1,117.64572985198431
718,2,1,1,84.7682426992756
719,2,2,3,93.87972091285182
720,3,4,4,102.90854434811519
721,0,3,4,85.92579201337134
722,0,0,2,133.8469314492641
723,3,2,4,102.88652943452074
724,2,4,0,45.93303905785285
725,2,3,4,106.7871162551244
726,2,4,4,93.03685206365374
727,3,4,0,98.50146887763104
728,1,0,2,92.627612684286
729,1,0,0,116.14092833213374
730,2,4,0,122.39375557106763
731,0,4,3,105.66106324517307
732,3,1,2,93.21377625723682
733,0,1,0,99.1732559038166
734,4,4,1,100.39199233155257
735,2,1,4,83.95139920270327
736,2,1,3,111.57857297142469
737,3,2,1,109.20084647720932
738,4,4,1,130.80882479553347
739,4,2,4,125.1069956057695
740,0,2,4,86.2865016481974
741,0,3,3,116.4059674901793
742,1,2,0,80.98093233811056
743,3,3,0,113.918642018817
744,3,0,0,89.66771602479784
745,1,1,3,79.5349355324883
746,3,0,4,105.60090685394809
747,1,1,3,46.50865743691718
748,1,4,4,64.98048851189543
749,0,0,2,96.45016232451434
750,0,4,3,101.64883533269685
751,0,4,2,92.61362459683622
752,0,3,2,68.41127402564803
753,3,1,2,83.64216315722989
754,0,1,2,107.82418654474787
755,4,0,1,111.63563541256725
756,3,2,0,99.67553764808117
757,3,3,2,123.13667562073978
758,1,1,4,107.94794046918469
759,4,3,2,85.05088692083575
760,1,3,4,94.38995893176765
761,3,1,0,71.9426768558429
762,4,3,3,97.83722019217167
763,1,2,3,122.24201238442677
764,4,3,4,113.70580169421936
765,0,3,2,128.04018651838243
766,3,1,2,93.94229512402013
767,4,4,3,126.92199589028516
768,1,2,1,96.13391547104061
769,4,1,1,129.43170165139787
770,3,3,0,99.56286505115753
771,1,0,0,114.14462747608553
772,3,1,4,129.5022472861971
773,4,0,1,96.13144742837589
774,3,0,1,104.36777975088349
775,0,2,3,125.77726850412604
776,0,0,1,97.33993672139873
777,1,0,2,73.58215434987677
778,2,0,0,142.8601410916982
779,3,3,4,90.60471071325726
780,2,3,3,103.17512101875086
781,0,1,3,123.12013338902254
782,2,0,1,87.83012192537596
783,3,0,3,79.8426417355574
784,3,2,0,105.07474593549667
785,3,1,0,64.13847204175221
786,3,1,1,94.2418784626416
787,3,0,3,104.90077328630812
788,2,1,3,94.60096206349672
789,0,4,2,69.13098113628506
790,2,3,1,131.88355912408025
791,2,1,1,102.0707630789835
792,2,2,3,128.62304235523482
793,0,0,0,94.7992749963911
794,0,2,3,82.39976036618472
795,4,0,2,105.38361840510319
796,2,3,3,95.68425747343561
797,3,0,2,76.44477084017284
798,2,1,0,129.39568517574992
799,2,1,1,87.55459554212008
800,4,1,3,63.19467230408863
801,1,4,3,126.56332107914665
802,2,1,2,89.91403968374753
803,1,1,1,87.84352214768751
804,1,1,4,64.69224825940051
805,1,0,3,134.81882973193981
806,3,2,2,74.21038825580625
807,1,0,2,101.168989614113
808,4,4,0,118.2524064508088
809,1,2,3,108.43433866006194
810,1,1,2,98.80691376015616
811,1,1,4,65.96668283425169
812,4,4,1,83.80550328465432
813,3,2,2,103.75600676085044
814,4,3,3,84.25651860026008
815,0,1,4,104.06718919997536
816,2,2,4,113.63486817630283
817,3,2,3,119.25005771600203
818,2,2,3,75.47641284374633
819,3,0,2,143.9329210995791
820,1,1,2,115.34958689108261
821,4,4,0,99.96571692661873
822,4,2,2,121.79073166153282
823,1,0,0,147.30815543999947
824,1,1,4,71.22559797886261
825,4,4,1,95.49474715017293
826,4,3,4,52.43136680253343
827,1,2,1,103.8530306529605
828,1,4,2,107.30788483850282
829,1,2,2,99.2167576911448
830,0,0,2,86.9093285800338
831,0,0,1,59.0097096762335
832,0,4,0,107.47067366823538
833,1,0,3,129.1086896783065
834,2,1,1,88.17963088533136
835,3,1,3,108.8011985804629
836,4,4,0,68.63711373159899
837,0,4,1,109.14426127385028
838,4,4,2,92.13235404510687
839,1,1,4,84.75164098794171
840,2,2,3,84.79272717567738
841,3,0,2,92.1277683593398
842,0,4,3,107.64866631385071
843,3,0,0,73.75673597608964
844,2,4,4,92.05769336864294
845,3,1,3,99.17056444001705
846,3,2,1,78.01921550936282
847,4,0,2,135.93330403350035
848,1,1,0,82.93009039877316
849,1,0,4,86.61126172733019
850,1,1,1,80.43384100355004
851,2,4,2,135.96960174276234
852,0,2,0,111.05810457198963
853,4,1,3,81.26815987512715
854,4,3,4,122.12463117719938
855,1,1,3,104.01397388577756
856,1,0,2,105.14506842223004
857,3,2,4,93.11045582495095
858,1,3,0,85.01168026086053
859,3,2,2,106.75532198109202
860,2,1,0,89.09825540008819
861,0,2,4,136.33511259150208
862,4,0,2,74.61417789513791
863,4,3,3,130.72313545709892
864,1,2,3,97.77362302404399
865,1,1,0,105.98171468042212
866,3,1,1,116.6631553325887
867,3,2,0,87.39501409991128
868,3,3,1,117.28496769397273
869,4,4,0,45.84912289237646
870,1,0,0,85.60020933556122
871,0,3,4,81.51874385317869
872,0,0,4,74.92987975256477
