,temperature,pressure,flow_rate,target
186,2,1,0,80.03118294246563
187,2,2,1,132.46513381056107
188,1,2,0,139.8274083683381
189,0,3,1,107.85827021096432
190,1,1,0,131.80807137147278
191,2,2,0,88.61703602654933
192,2,4,2,84.05772867550039
193,1,1,0,100.81849497457846
194,2,1,0,108.69882076735797
195,2,1,1,92.12026637513759
196,1,2,1,110.75536380736968
197,2,1,0,106.12778964146828
198,2,1,0,80.0338644941789
199,1,2,0,110.37586034903443
200,2,3,0,117.27056485043042
201,2,2,1,103.42938635180782
202,2,2,0,123.05296206523386
203,2,2,1,75.65192413006096
204,1,1,0,109.35900844263703
205,1,2,0,76.5943858720645
206,2,2,2,77.71837283533824
207,2,2,0,87.3813833252442
208,2,2,2,81.15879632851511
209,4,2,0,89.04008362517725
210,2,2,0,95.71699378577622
211,2,2,1,116.74308972662769
212,2,3,0,93.57681922588596
213,2,2,1,68.28748586460814
214,1,2,2,122.8013569299032
215,2,3,0,83.25819732769921
216,1,1,0,98.82559145790742
217,2,2,1,108.93073013881423
218,1,3,0,103.99220836805566
219,2,2,0,121.88359095042951
220,3,1,0,109.58006286785518
221,0,2,0,82.77380840605784
222,2,3,0,143.57124347983324
223,1,2,0,103.88666926676467
224,1,2,0,97.05319546756988
225,2,2,1,119.27850846111141
226,2,2,0,104.98901891860145
227,1,2,0,107.98456385878654
228,1,1,1,149.84367997201375
229,2,2,0,94.49757143489907
230,1,1,1,93.64478211965208
231,2,2,1,102.33157024024928
232,2,0,0,121.43031871162077
233,2,3,0,69.86931939619203
234,3,1,0,60.688882170469896
235,2,2,0,88.25769458759704
236,0,2,1,67.32154081881426
237,2,1,1,91.50337304948724
238,1,2,0,110.0499939225858
239,2,3,1,82.18502272895472
240,1,2,2,71.46346846437315
241,2,3,2,101.38674323430696
242,2,2,1,117.25086969230341
243,2,1,0,66.10053122966775
244,1,3,0,116.40464796611968
245,1,2,2,116.34612407476652
246,1,2,0,119.08170204313257
247,1,1,0,124.36960429743372
248,3,2,0,144.04027849319232
249,2,2,0,92.87815902761889
250,1,2,0,102.19143160155716
251,2,3,4,91.6712313350395
252,3,1,0,100.03953689511621
253,2,2,0,130.65746711272624
254,1,1,0,73.09971032138662
255,1,2,0,82.77900655668849
256,3,2,0,127.54361873009123
257,1,1,0,120.4007301380418
258,2,1,0,92.73736706365844
259,2,3,0,117.08804002241439
260,1,2,0,106.82431684984067
261,2,2,0,130.00549218001976
262,0,2,2,101.49019187653545
263,1,2,2,120.51264227745165
264,1,3,0,152.8402382098524
265,1,3,0,111.96198310094933
266,3,1,1,100.98656331589687
267,1,2,0,114.44893970441959
268,1,2,1,92.6943828359223
269,2,2,2,147.75935411049466
270,3,2,0,103.60142075391963
271,1,1,0,94.54133359548975
272,2,2,2,83.28621989959927
273,2,2,1,121.94440383212877
274,1,1,0,117.34374825655478
275,2,2,0,90.05291257171814
276,2,3,0,111.52902690244845
277,1,1,1,69.82888063574288
278,2,2,1,103.69941150146313
279,1,2,3,109.0551270415339
280,2,1,0,134.14659619118447
281,2,2,0,84.58362394542621
282,3,2,0,74.43294742395352
283,1,2,0,82.09144078149916
284,3,1,0,73.26862999370161
285,0,3,2,126.73314715517967
286,1,2,1,130.97278590048074
287,2,2,0,106.40433155897658
288,2,1,0,124.42589891370297
289,1,3,0,102.67916761160471
290,2,3,1,98.09776704598468
291,2,2,1,93.33924761892477
292,1,2,0,93.7921801724487
293,2,2,3,69.04396887381938
294,2,1,0,105.28509527214678
295,1,2,0,99.19332179571913
296,2,3,1,114.90721448155752
297,2,2,0,101.8704699287722
298,2,2,0,96.74592596861817
299,2,1,0,82.57613939984739
300,1,3,0,101.44306473643523
301,1,1,1,114.76474461632324
302,2,2,0,77.13322017832279
303,2,2,1,101.74947507361479
304,2,3,0,104.66085903058968
305,2,4,0,85.63870432763471
306,3,2,1,88.24287390184
307,1,2,0,104.61221697532429
308,2,3,0,77.33157963414754
309,2,2,0,106.99847430498785
310,1,1,0,82.09291252681601
311,2,3,0,121.25707386066432
312,2,3,0,146.756554907766
313,2,2,0,82.78486396596361
314,3,2,0,110.68415724749349
315,1,2,2,85.46516190235961
316,2,2,0,120.8190834759558
317,1,1,2,74.6948318182957
318,2,2,0,109.61173516855425
319,2,2,0,82.54022066221295
320,2,2,1,95.86030821803263
321,2,2,1,79.37949449705386
322,1,2,1,116.44700941791507
323,3,3,0,83.26039291120826
324,1,2,0,111.03928518663655
325,1,2,0,93.11803943475334
326,2,1,0,97.71055256402275
327,2,1,1,102.95511814800257
328,2,2,0,84.76350656682303
329,2,3,2,104.20734227081773
330,2,2,2,130.6066912870882
331,1,1,0,84.43810428334571
332,2,2,0,123.4362028654769
333,1,2,1,129.96195266975568
334,2,3,2,83.67690021943912
335,1,2,0,70.89890789818895
336,1,2,0,106.0392180034353
337,1,2,0,89.05184954466255
338,2,2,1,137.37206438326004
339,1,2,0,100.69615080999664
340,1,3,0,83.95601183929642
341,2,2,0,77.05680977976577
342,2,2,0,121.79809918181661
343,1,2,0,88.57632051831627
344,1,0,0,100.87657598920856
345,2,3,0,119.11605490224962
346,0,2,0,90.31483296138339
347,1,2,0,99.08142342519679
348,1,3,0,99.6686318035496
349,1,2,0,113.66649023032184
350,2,2,2,111.81488671020651
351,2,2,0,95.59772537490343
352,2,2,0,101.27298122993035
353,2,1,0,92.56441976953023
354,2,2,3,70.44775186161111
355,1,2,0,105.15201714796258
356,2,2,1,137.84383521666135
357,1,1,1,82.32561718617875
358,2,1,1,84.53940580794594
359,1,2,0,82.58544456712517
360,2,1,0,114.49183557446246
361,3,1,0,108.9697090839288
362,2,0,0,96.82924615167087
363,2,2,1,81.6396187672207
364,2,1,0,101.84753583279848
365,1,4,1,68.70755745328391
366,2,1,0,102.86853133714986
367,2,1,1,117.43048772175868
368,2,1,0,74.97601726732644
369,1,3,0,69.34963446340673
370,2,2,0,131.5887578338972
371,2,1,2,87.7648072099083
372,2,3,0,122.71895691887644
373,2,3,0,96.92004669604337
374,3,2,0,96.76090366117344
375,1,2,0,108.7682539899329
376,2,2,0,82.3200228650712
377,2,1,0,102.6499428699129
378,3,2,0,92.37021170351815
379,1,2,0,73.59013113189937
380,1,2,0,106.74964149452798
381,1,2,0,94.73384386244167
382,0,2,0,96.85950343110585
383,1,2,0,75.79678113171684
384,1,2,0,131.8280073552561
385,2,1,0,117.53428372772233
386,2,1,2,119.28311768343957
387,3,1,2,93.89110595116637
388,2,3,1,65.4163422099316
389,1,3,0,139.05834764979022
390,1,0,0,98.77804983988264
391,2,1,0,85.02400407959892
392,1,1,0,108.33603148966228
393,3,2,0,123.34241576006595
394,2,3,1,99.53898887829068
395,1,1,1,125.57150335878748
396,0,2,1,121.65999877033737
397,2,2,0,78.47237625195883
398,2,3,1,86.52419788681047
399,2,2,0,119.15074326559535
400,0,2,0,45.74774872379124
401,1,2,1,97.01088613670022
402,2,2,0,71.38337596750657
403,2,2,0,90.4689239713295
404,1,3,0,94.02359821941592
405,2,2,1,92.83511244184984
406,1,1,1,88.95477495774783
407,2,2,0,78.05712700742372
408,2,2,1,145.83822533637374
409,2,2,0,137.34924008322702
410,2,2,1,76.75868359487434
411,1,3,1,131.64233502607135
412,1,2,1,92.01069019054295
413,3,1,3,102.5837494666342
414,2,2,0,98.73452080206168
415,1,2,1,86.80502717492068
416,3,3,0,119.67704687212293
417,2,2,1,102.51773061153315
418,3,2,0,90.46897153561517
419,2,1,1,73.90821112399055
420,3,2,0,82.12809972561759
421,3,3,0,67.17239768795807
422,1,2,0,100.24447096830339
423,2,2,0,76.06668815431209
424,2,0,0,94.68878974962918
425,2,3,1,127.40203707220742
426,1,2,1,123.98599145843171
427,2,2,1,99.35446211794765
428,2,3,0,98.258305477137
429,0,2,0,137.59749098842016
430,1,2,0,110.41512240717422
431,0,2,0,93.44387080246955
432,2,2,0,71.47963765759096
433,2,2,0,107.87746436329486
434,3,3,0,116.58647545165725
435,2,2,0,87.36696950972713
436,3,2,0,105.82405510276065
437,1,2,0,92.72853410169942
438,1,1,0,96.31935201601995
439,2,1,1,50.24355884875337
440,2,3,1,95.56437192567729
441,2,2,1,119.38738604816109
442,0,1,0,87.37194888866884
443,1,3,1,101.05052736430632
444,1,2,1,84.8809858661616
445,2,2,1,107.20883352585545
446,2,2,0,95.66953604927653
447,1,1,0,81.21516918635986
448,1,1,1,126.65102935330256
449,1,1,1,118.5786402706443
450,2,1,1,87.90186472143651
451,3,1,0,109.95576618835555
452,1,2,0,110.74824005640761
453,2,1,0,112.84602470022352
454,1,1,1,66.11488208009845
455,1,4,0,120.13213082065256
456,2,2,0,88.60602074148537
457,1,2,0,92.84344133117466
458,1,2,0,152.75763504520398
459,1,2,0,106.03746761442024
460,3,3,0,92.27355049105648
461,1,3,1,55.89411254488188
462,1,2,0,127.79528267892711
463,2,2,0,73.09580658382795
464,1,2,0,79.93122193000993
465,2,2,2,93.37295401824302
466,2,1,1,128.32823583400585
467,2,2,0,115.46479973331519
468,1,2,0,96.8432498031948
469,1,2,1,106.16584127277642
470,2,2,1,87.99228614257788
471,0,3,1,102.79307379130702
472,1,1,1,101.46673489556274
473,3,1,0,119.37539791362707
474,3,2,0,119.34356244877898
475,2,2,0,109.8795476441129
476,2,2,0,92.75304884907796
477,2,2,0,114.83644588780253
478,4,2,0,98.16063067593907
479,2,3,0,78.36171262573734
480,2,1,2,91.93424416178122
481,1,2,1,101.6905396756865
482,1,3,1,118.2043156732949
483,2,1,0,96.32943655685693
484,1,1,0,75.81602577520788
485,1,2,1,101.13483366593638
486,1,2,0,102.26912080113105
487,1,2,1,103.71675257805506
488,3,2,0,118.3974303190886
489,2,0,4,120.37846480179797
490,2,2,0,88.11578255236667
491,3,1,0,87.67713083902113
492,2,2,1,79.19602578089054
493,1,3,0,113.97631340560953
494,3,1,1,128.9764021667543
495,2,3,1,93.69836144182153
496,1,2,1,95.17138870550014
497,2,2,2,129.3356511379795
498,1,2,2,110.11115706430016
499,1,2,0,108.7247140960211
500,2,3,1,76.18166988052546
501,3,2,0,113.57456138558838
502,1,2,1,81.41727318980483
503,2,2,0,77.31959628130085
504,1,1,1,93.06456846466575
505,1,1,2,88.2841455310262
506,1,4,1,95.56800611229922
507,1,3,0,71.18036730950163
508,2,1,0,119.17632612935344
509,1,1,0,122.55372589032858
510,2,3,1,61.05315051718372
511,2,2,1,119.569156113331
512,1,3,0,83.78942740356747
513,1,1,0,117.13951073965572
514,1,2,0,98.63107014667169
515,2,2,0,100.57551128161997
516,2,2,1,96.29804701157562
517,1,1,1,124.24258408466972
518,2,2,0,75.20823974949943
519,2,1,0,112.15680677470017
520,1,2,0,122.02660329779101
521,2,3,2,114.32680161080822
522,1,2,0,146.49397828646835
523,2,2,0,89.42106474550602
524,1,2,0,119.14609645187062
525,1,2,1,97.87818729317159
526,1,2,1,124.66812152705339
527,2,3,0,99.84622008557261
528,2,2,0,92.2424843627506
529,1,1,0,126.12144407743259
530,2,3,0,90.1687612196214
531,0,2,1,71.74548482198887
532,2,2,0,89.66306233652342
533,1,1,0,112.38065893177065
534,1,2,1,127.84077503174183
535,1,2,1,102.22258750593024
536,1,3,0,126.36394134468051
537,1,2,0,72.83650157044812
538,2,1,0,91.13473070364194
539,1,2,1,94.22849765691798
540,2,2,1,97.7088114505496
541,1,2,0,101.68188776500394
542,2,2,0,113.81821914784385
543,3,1,1,91.1038632365902
544,0,4,1,102.78057373906252
545,1,2,0,99.09754219351896
546,2,1,0,81.482201922177
547,2,2,0,97.72666621837129
548,2,2,0,97.12680940205763
549,1,3,1,96.69838869993907
550,2,1,1,100.63518913162902
551,2,0,1,101.51347081226773
552,2,3,0,91.3540964178534
553,2,3,1,125.45429467942529
554,2,1,0,76.61038741593967
555,1,2,0,85.58059783060207
556,1,1,0,155.5992724844711
557,1,2,0,79.2401729002154
558,2,2,1,72.92490650580483
559,1,2,1,114.68953490002436
560,2,1,0,58.45760292452252
561,3,2,0,95.29452180055122
562,2,1,0,142.91649850152976
563,2,3,0,69.101281556932
564,3,2,0,60.360710285225736
565,1,2,1,70.01637596084603
566,0,1,0,117.96719136693972
567,1,3,0,122.49553439971625
568,0,2,0,89.74822406042982
569,1,2,1,113.66424808002138
570,2,2,0,127.8051065502398
571,3,2,0,135.7469282885965
572,2,2,1,95.07329437640304
573,1,2,0,53.970565646600264
574,2,3,0,83.58242155180626
575,0,1,1,91.46391610129484
576,2,2,0,94.82122406843219
577,2,2,0,96.2428119798256
578,1,2,1,122.37789195861339
579,2,2,1,125.48856853375163
580,2,3,0,96.56652692150433
581,2,3,0,121.96969752103638
582,2,3,0,107.15322733262178
583,3,2,0,101.29011945725144
584,2,3,1,118.13088314219928
585,2,1,1,101.44504096475832
586,1,1,2,141.15622354195523
587,1,1,0,71.23177666410882
588,2,2,0,89.69658201815965
589,1,2,0,97.469622060921
590,2,3,1,108.78905380915981
591,1,2,0,125.35920974206178
592,2,3,1,99.51202865527686
593,2,1,1,71.55540700987586
594,2,3,0,116.85027792910009
595,1,1,1,115.09917532283929
596,2,1,0,61.16282681241188
597,1,2,1,99.92391732658402
598,1,3,1,68.19716338639404
599,2,2,0,86.70697804995875
600,2,1,0,81.943821460744
601,1,2,0,116.18529396483972
602,2,2,2,102.33660348344368
603,2,1,0,74.28817998487945
604,2,2,0,117.60131925914685
605,3,2,0,71.32388352143171
606,1,1,0,106.60227580941887
607,1,1,0,83.71978661416888
608,0,2,0,92.6864583493896
609,3,2,0,110.08541496076768
610,2,2,1,110.42898798119057
611,1,1,0,126.7393814711192
612,2,2,0,98.35492600657093
613,1,2,1,106.12901725926682
614,3,3,0,91.2452535519135
615,2,3,2,103.63979765245595
616,2,1,0,108.78972096017023
617,2,2,0,98.03380305091248
618,2,3,0,63.92499031815007
619,2,3,0,106.6294179266179
620,1,2,0,107.29122954710914
621,2,2,1,86.39653047304098
622,3,1,1,74.31225927854972
623,2,3,0,129.5175830100793
624,3,3,0,109.82891021788804
625,1,1,0,95.41837938156581
626,1,2,2,77.25934233705026
627,2,3,0,83.56370343157309
628,2,1,0,126.05180793572464
629,2,1,0,102.75323881736092
630,1,2,0,88.98825865998587
631,3,2,0,110.19378462449312
632,1,2,2,83.71203625107353
633,1,2,0,130.01686060560758
634,1,3,1,127.05601069793451
635,0,3,0,90.66851857594446
636,2,2,0,87.42659505938279
637,2,3,1,47.6373360261544
638,1,1,0,70.36838456897264
639,1,2,2,73.21060450084488
640,1,3,0,102.70380681974771
641,3,2,2,93.4753259111728
642,1,1,1,73.09329025169518
643,1,2,0,94.37671915070885
644,1,1,0,110.10674295294697
645,2,1,0,110.55678699831174
646,0,2,0,62.00659438282238
647,2,1,0,97.43473039032338
648,2,2,0,72.3331844605678
649,2,2,0,118.03457394280548
650,3,2,1,115.68292832706997
651,2,3,0,82.03945547351083
652,1,2,0,84.679095951992
653,1,2,1,90.77465899003386
654,3,2,0,54.944132105373214
655,2,3,0,106.71936346881154
656,2,1,0,94.54310907319739
657,2,2,2,119.40350165135717
658,2,2,1,78.03181564074895
659,2,3,0,87.61754103500137
660,1,1,1,69.8694948392177
661,1,1,1,79.91418873011494
662,1,2,0,76.36036007863562
663,1,1,1,119.91947357692891
664,1,3,0,86.03476302497215
665,2,1,0,102.48351369489227
666,1,3,0,92.3847319227639
667,3,1,0,74.61069467974374
668,0,2,1,96.63399153656715
669,2,2,0,111.9820666372719
670,2,2,1,75.84481214913296
671,0,3,3,116.18225581462758
672,1,2,0,83.00558157044608
673,1,2,1,90.34032147854319
674,1,1,1,110.61366246020096
675,1,1,2,86.73127685561025
676,1,2,3,100.75149718671732
677,3,1,1,93.70618342423815
678,2,2,0,102.58736013407638
679,2,2,1,52.385217889530054
680,2,2,0,63.406363695838344
681,1,2,1,112.31934012093676
682,1,2,1,120.74362811298101
683,2,3,0,81.79026592936958
684,1,2,0,95.11943295657731
685,2,2,0,105.89438505804603
686,1,3,1,113.86435203317409
687,1,1,0,59.44645456658303
688,2,3,1,82.27919506043246
689,2,2,2,93.3484124030025
690,1,2,1,114.06280394472098
691,2,2,0,149.9686096744299
692,1,2,1,95.43988546380564
693,2,2,1,71.86045075792023
694,2,2,0,108.04536154402597
695,2,3,0,126.4199157908142
696,2,2,0,102.16028241959002
697,1,1,2,81.86702909691414
698,2,3,0,119.15987882960039
699,2,3,1,113.2709123699687
700,1,3,0,79.47838311608751
701,2,3,0,107.62851235068683
702,1,3,0,119.94531135317746
703,1,2,0,123.63780085117787
704,1,2,0,98.67102049381089
705,2,3,0,92.83841107641362
706,1,2,1,124.54547644162525
707,3,2,0,75.7967899403823
708,0,2,1,108.7715858184201
709,3,3,0,72.59946745271142
710,2,1,0,121.30752544519206
711,2,2,0,94.83908968777678
712,1,2,0,125.37166471294938
713,2,0,1,109.82825512711054
714,2,2,0,75.5355953987614
715,2,1,1,128.49255464154487
716,2,3,4,131.02490532855458
717,2,3,0,117.64572985198431
718,1,2,0,84.7682426992756
719,2,2,1,93.87972091285182
720,2,3,2,102.90854434811519
721,0,2,1,85.92579201337134
722,1,1,0,133.8469314492641
723,2,2,1,102.88652943452074
724,2,3,0,45.93303905785285
725,2,2,2,106.7871162551244
726,2,3,2,93.03685206365374
727,2,3,0,98.50146887763104
728,1,1,0,92.627612684286
729,1,1,0,116.14092833213374
730,2,3,0,122.39375557106763
731,1,3,1,105.66106324517307
732,2,1,0,93.21377625723682
733,0,1,0,99.1732559038166
734,2,3,0,100.39199233155257
735,2,2,2,83.95139920270327
736,2,2,1,111.57857297142469
737,2,2,0,109.20084647720932
738,3,3,0,130.80882479553347
739,3,2,3,125.1069956057695
740,0,2,1,86.2865016481974
741,1,2,0,116.4059674901793
742,1,2,0,80.98093233811056
743,2,2,0,113.918642018817
744,2,0,0,89.66771602479784
745,1,2,1,79.5349355324883
746,2,1,2,105.60090685394809
747,1,1,1,46.50865743691718
748,1,3,1,64.98048851189543
749,1,1,0,96.45016232451434
750,1,3,1,101.64883533269685
751,1,3,0,92.61362459683622
752,1,2,0,68.41127402564803
753,2,2,0,83.64216315722989
754,1,2,0,107.82418654474787
755,4,1,0,111.63563541256725
756,2,2,0,99.67553764808117
757,2,2,0,123.13667562073978
758,1,1,3,107.94794046918469
759,2,2,0,85.05088692083575
760,1,2,1,94.38995893176765
761,2,1,0,71.9426768558429
762,3,2,1,97.83722019217167
763,1,2,1,122.24201238442677
764,2,2,1,113.70580169421936
765,1,2,0,128.04018651838243
766,2,2,0,93.94229512402013
767,3,3,0,126.92199589028516
768,1,2,0,96.13391547104061
769,3,2,0,129.43170165139787
770,2,2,0,99.56286505115753
771,1,1,0,114.14462747608553
772,2,2,1,129.5022472861971
773,2,1,0,96.13144742837589
774,2,1,0,104.36777975088349
775,0,2,1,125.77726850412604
776,1,1,0,97.33993672139873
777,1,1,0,73.58215434987677
778,2,1,0,142.8601410916982
779,2,2,2,90.60471071325726
780,2,2,1,103.17512101875086
781,1,1,1,123.12013338902254
782,2,1,0,87.83012192537596
783,2,1,1,79.8426417355574
784,2,2,0,105.07474593549667
785,2,2,0,64.13847204175221
786,2,2,0,94.2418784626416
787,2,1,1,104.90077328630812
788,2,2,1,94.60096206349672
789,1,3,0,69.13098113628506
790,2,2,0,131.88355912408025
791,2,1,0,102.0707630789835
792,2,2,1,128.62304235523482
793,1,1,0,94.7992749963911
794,1,2,1,82.39976036618472
795,2,1,0,105.38361840510319
796,2,2,1,95.68425747343561
797,2,1,0,76.44477084017284
798,2,1,0,129.39568517574992
799,2,2,0,87.55459554212008
800,3,1,1,63.19467230408863
801,1,3,1,126.56332107914665
802,2,2,0,89.91403968374753
803,1,1,0,87.84352214768751
804,1,2,1,64.69224825940051
805,1,1,1,134.81882973193981
806,2,2,0,74.21038825580625
807,1,1,0,101.168989614113
808,2,3,0,118.2524064508088
809,1,2,1,108.43433866006194
810,1,1,0,98.80691376015616
811,1,2,3,65.96668283425169
812,3,3,0,83.80550328465432
813,2,2,0,103.75600676085044
814,2,2,1,84.25651860026008
815,1,2,1,104.06718919997536
816,2,2,1,113.63486817630283
817,2,2,1,119.25005771600203
818,2,2,1,75.47641284374633
819,2,0,0,143.9329210995791
820,1,2,0,115.34958689108261
821,3,2,0,99.96571692661873
822,3,2,0,121.79073166153282
823,1,1,0,147.30815543999947
824,1,2,1,71.22559797886261
825,3,3,0,95.49474715017293
826,3,2,2,52.43136680253343
827,1,2,0,103.8530306529605
828,1,3,0,107.30788483850282
829,1,2,0,99.2167576911448
830,1,1,0,86.9093285800338
831,1,1,0,59.0097096762335
832,1,3,0,107.47067366823538
833,1,1,1,129.1086896783065
834,2,1,0,88.17963088533136
835,2,2,1,108.8011985804629
836,3,3,0,68.63711373159899
837,1,3,0,109.14426127385028
838,2,3,0,92.13235404510687
839,1,2,2,84.75164098794171
840,2,2,1,84.79272717567738
841,2,1,0,92.1277683593398
842,1,3,1,107.64866631385071
843,2,1,0,73.75673597608964
844,2,3,2,92.05769336864294
845,2,2,1,99.17056444001705
846,2,2,0,78.01921550936282
847,3,1,0,135.93330403350035
848,1,2,0,82.93009039877316
849,1,1,2,86.61126172733019
850,1,1,0,80.43384100355004
851,1,3,0,135.96960174276234
852,1,2,0,111.05810457198963
853,3,2,1,81.26815987512715
854,3,2,1,122.12463117719938
855,1,2,1,104.01397388577756
856,1,1,0,105.14506842223004
857,2,2,1,93.11045582495095
858,1,2,0,85.01168026086053
859,2,2,0,106.75532198109202
860,2,1,0,89.09825540008819
861,1,2,3,136.33511259150208
862,3,1,0,74.61417789513791
863,3,2,1,130.72313545709892
864,1,2,1,97.77362302404399
865,1,1,0,105.98171468042212
866,2,2,0,116.6631553325887
867,2,2,0,87.39501409991128
868,2,2,0,117.28496769397273
869,3,3,0,45.84912289237646
870,1,1,0,85.60020933556122
871,1,2,1,81.51874385317869
872,1,0,2,74.92987975256477
